gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	opentargets_label	rna.value
GPT2	ENSG00000166123	MONDO_0014567	MONDO_0005071	brain	9258.0
RASA1	ENSG00000145715	MONDO_0018997	MONDO_0005046	immune organ	9221.0
AKT3	ENSG00000117020	MONDO_0001149	MONDO_0005071	brain	9211.0
AKT3	ENSG00000117020	MONDO_0100283	MONDO_0005071	brain	9211.0
IDH3B	ENSG00000101365	MONDO_0800393	MONDO_0005071	brain	9211.0
NKX2-1	ENSG00000136352	MONDO_0100520	MONDO_0005151	endocrine gland	9192.0
CNOT1	ENSG00000125107	MONDO_0100038	MONDO_0005071	brain	9167.5
TRPM7	ENSG00000092439	MONDO_0031447	MONDO_0005570	blood	9159.5
OAT	ENSG00000065154	MONDO_0009796	MONDO_0005066	endocrine gland	9129.0
MBTPS1	ENSG00000140943	MONDO_0032721	MONDO_0002081	musculature	9083.0
HEPACAM	ENSG00000165478	MONDO_0013490	MONDO_0005071	brain	9046.0
HEPACAM	ENSG00000165478	MONDO_0013491	MONDO_0005071	brain	9046.0
CD2AP	ENSG00000198087	MONDO_0005363	MONDO_0002118	kidney	8967.5
MANBA	ENSG00000109323	MONDO_0009562	MONDO_0002081	skeletal element	8962.0
MED13L	ENSG00000123066	MONDO_0005453	MONDO_0004995	vasculature	8951.0
HBB	ENSG00000244734	MONDO_0017146		exocrine gland	8911.5
MED13L	ENSG00000123066	MONDO_0000508	MONDO_0005071	brain	8856.0
ZMYND11	ENSG00000015171	MONDO_0800439	MONDO_0005071	spinal cord	8841.0
SCN8A	ENSG00000196876	MONDO_0100038	MONDO_0005071	brain	8824.0
GRIN2B	ENSG00000273079	MONDO_0100038	MONDO_0005071	brain	8784.0
KRAS	ENSG00000133703	MONDO_0015280	MONDO_0002081	skeletal element	8779.0
KRAS	ENSG00000133703	MONDO_0009026	MONDO_0002081	skeletal element	8779.0
PDHA1	ENSG00000131828	MONDO_0009723	MONDO_0044970	musculature	8774.0
CHD2	ENSG00000173575	MONDO_0100038	MONDO_0005071	brain	8767.0
HNRNPH2	ENSG00000126945	MONDO_0100148	MONDO_0005071	brain	8751.5
LRP5	ENSG00000162337	MONDO_0700228	MONDO_0004995	vasculature	8711.0
KLF13	ENSG00000169926	MONDO_0005453	MONDO_0004995	heart	8672.0
KCNJ10	ENSG00000177807	MONDO_0013005	MONDO_0005071	brain	8668.0
ETFB	ENSG00000105379	MONDO_0009282	MONDO_0044970	liver	8648.5
GABRA1	ENSG00000022355	MONDO_0005027	MONDO_0005071	brain	8640.0
SMARCA4	ENSG00000127616	MONDO_0018630	MONDO_0004335	esophagus	8633.0
FXYD2	ENSG00000137731	MONDO_0007937	MONDO_0002118	kidney	8599.5
KIF11	ENSG00000138160	MONDO_0007918	MONDO_0005046	immune organ	8589.5
TSC1	ENSG00000165699	MONDO_0001734	MONDO_0005071	brain	8556.0
CAMTA1	ENSG00000171735	MONDO_0013886	MONDO_0005071	brain	8555.0
B4GALNT1	ENSG00000135454	MONDO_0015150	MONDO_0005071	brain	8526.0
PRR12	ENSG00000126464	MONDO_0859193	MONDO_0005071	brain	8458.0
IL2RB	ENSG00000100385	MONDO_0032782	MONDO_0005046	immune organ	8455.0
SKI	ENSG00000157933	MONDO_0008426	MONDO_0002081	musculature	8436.0
ADNP	ENSG00000101126	MONDO_0014379	MONDO_0005071	brain	8429.0
KIF21A	ENSG00000139116	MONDO_0007614	MONDO_0005071	brain	8381.0
KMT2C	ENSG00000055609	MONDO_0000508	MONDO_0005071	brain	8376.0
CD19	ENSG00000177455	MONDO_0013283	MONDO_0005046	immune organ	8359.5
CACNA2D1	ENSG00000153956	MONDO_0000453	MONDO_0004995	heart	8322.0
CACNA2D1	ENSG00000153956	MONDO_0011001	MONDO_0004995	heart	8322.0
STX11	ENSG00000135604	MONDO_0011336	MONDO_0005046	immune organ	8295.0
CNKSR2	ENSG00000149970	MONDO_0100148	MONDO_0005071	brain	8293.0
JAG2	ENSG00000184916	MONDO_0015152	MONDO_0002081	musculature	8275.5
ETFDH	ENSG00000171503	MONDO_0009282	MONDO_0004995	heart	8275.0
SEC63	ENSG00000025796	MONDO_0014860	MONDO_0004335	mucosa	8241.0
MME	ENSG00000196549	MONDO_0014866	MONDO_0005071	nerve	8239.0
RAB18	ENSG00000099246	MONDO_0016649	MONDO_0005071	brain	8234.0
BRAF	ENSG00000157764	MONDO_0009026	MONDO_0002081	skeletal element	8210.0
BRAF	ENSG00000157764	MONDO_0015280	MONDO_0002081	skeletal element	8210.0
BRAF	ENSG00000157764	MONDO_0007893	MONDO_0002081	skeletal element	8210.0
GNPTG	ENSG00000090581	MONDO_0009652	MONDO_0005066	endocrine gland	8208.0
ITGA3	ENSG00000005884	MONDO_0013881	MONDO_0002051	skin of body	8196.0
MCFD2	ENSG00000180398	MONDO_0013331	MONDO_0005570	blood	8190.0
KMT2E	ENSG00000005483	MONDO_0100038	MONDO_0005071	brain	8182.0
EIF3F	ENSG00000175390	MONDO_0000508	MONDO_0005071	nerve	8170.0
SLC26A4	ENSG00000091137	MONDO_0010134	MONDO_0005151	endocrine gland	8159.5
GP6	ENSG00000088053	MONDO_0013623	MONDO_0005570	blood	8097.0
UBE3A	ENSG00000114062	MONDO_0007113	MONDO_0005071	brain	8079.0
ABCB4	ENSG00000005471	MONDO_0011214	MONDO_0005066	endocrine gland	8064.5
UBTF	ENSG00000108312	MONDO_0044701	MONDO_0005071	brain	8037.0
WDFY3	ENSG00000163625	MONDO_0000508	MONDO_0005071	spinal cord	8015.0
TNPO3	ENSG00000064419	MONDO_0015151	MONDO_0002081	skeletal element	7981.0
ZAP70	ENSG00000115085	MONDO_0010023	MONDO_0005046	immune organ	7965.0
MYO18B	ENSG00000133454	MONDO_0014689	MONDO_0002081	musculature	7959.5
FBLN5	ENSG00000140092	MONDO_0018776	MONDO_0005071	nerve	7947.0
PEX6	ENSG00000124587	MONDO_0019234	MONDO_0005066	pancreas	7935.0
DNMT3A	ENSG00000119772	MONDO_0014382	MONDO_0002081	skeletal element	7923.0
IKBKB	ENSG00000104365	MONDO_0014267	MONDO_0005046	immune organ	7906.0
TNFRSF13B	ENSG00000240505	MONDO_0009413	MONDO_0005046	immune organ	7879.0
SDHB	ENSG00000117118	MONDO_0044970	MONDO_0044970	liver	7849.0
SDHB	ENSG00000117118	MONDO_0017366	MONDO_0005151	endocrine gland	7849.0
PLCB1	ENSG00000182621	MONDO_0100062	MONDO_0005071	brain	7846.0
CHRNB2	ENSG00000160716	MONDO_0000030	MONDO_0005071	brain	7832.0
MAP3K14	ENSG00000006062	MONDO_0018642	MONDO_0005046	immune organ	7828.0
NF1	ENSG00000196712	MONDO_0018975	MONDO_0005071	brain	7820.5
BPTF	ENSG00000171634	MONDO_0000508	MONDO_0005071	brain	7812.0
ASXL1	ENSG00000171456	MONDO_0011510	MONDO_0005071	nerve	7803.0
POMGNT1	ENSG00000085998	MONDO_0700068	MONDO_0002081	musculature	7794.5
OSBPL2	ENSG00000130703	MONDO_0019497	MONDO_0005071	brain	7774.0
GLB1	ENSG00000170266	MONDO_0009660	MONDO_0002081	skeletal element	7767.0
GLB1	ENSG00000170266	MONDO_0018149	MONDO_0002081	skeletal element	7767.0
GP1BA	ENSG00000185245	MONDO_0008332	MONDO_0005570	blood	7762.0
GP1BA	ENSG00000185245	MONDO_0009276	MONDO_0005570	blood	7762.0
STXBP2	ENSG00000076944	MONDO_0013135	MONDO_0005046	immune organ	7743.0
TCF12	ENSG00000140262	MONDO_0014128	MONDO_0002081	musculature	7741.0
GABRB3	ENSG00000166206	MONDO_0100062	MONDO_0005071	brain	7695.0
CHCHD10	ENSG00000250479	MONDO_0044970	MONDO_0044970	brain	7686.0
CHCHD10	ENSG00000250479	MONDO_0014395	MONDO_0005071	brain	7686.0
PLA2G4A	ENSG00000116711	MONDO_0018794	MONDO_0005570	blood	7678.5
NFKB2	ENSG00000077150	MONDO_0014260	MONDO_0005046	immune organ	7668.0
TARDBP	ENSG00000120948	MONDO_0012790	MONDO_0005071	brain	7655.0
DSG2	ENSG00000046604	MONDO_0005021	MONDO_0004995	heart	7648.0
DSG2	ENSG00000046604	MONDO_0016587	MONDO_0004995	heart	7648.0
MYSM1	ENSG00000162601	MONDO_0020856	MONDO_0002081	skeletal element	7636.5
ATP6V0A2	ENSG00000185344	MONDO_0018163	MONDO_0002081	skeletal element	7624.0
PCYT1A	ENSG00000161217	MONDO_0012160	MONDO_0002081	skeletal element	7623.0
CFH	ENSG00000000971	MONDO_0016244	MONDO_0005046	immune organ	7606.0
SMAD3	ENSG00000166949	MONDO_0013426	MONDO_0003900	connective tissue	7595.0
GRIN2A	ENSG00000183454	MONDO_0100038	MONDO_0005071	brain	7581.0
PDGFRA	ENSG00000134853	MONDO_0011719	MONDO_0004335	colon	7548.0
GARS1	ENSG00000106105	MONDO_0011091	MONDO_0005071	brain	7545.0
MYH14	ENSG00000105357	MONDO_0019497	MONDO_0005071	brain	7524.5
NFIA	ENSG00000162599	MONDO_0100478	MONDO_0005071	brain	7519.0
NEFH	ENSG00000100285	MONDO_0014836	MONDO_0005071	brain	7508.0
NEFH	ENSG00000100285	MONDO_0004976	MONDO_0005071	brain	7508.0
EPG5	ENSG00000152223	MONDO_0009452	MONDO_0005046	immune organ	7502.5
ETS1	ENSG00000134954	MONDO_0005453	MONDO_0004995	heart	7498.0
PPP2R5D	ENSG00000112640	MONDO_0000508	MONDO_0005071	brain	7476.0
ALDH7A1	ENSG00000164904	MONDO_0009945	MONDO_0005066	liver	7455.5
CSNK2A1	ENSG00000101266	MONDO_0000508	MONDO_0005071	brain	7439.5
KLHL40	ENSG00000157119	MONDO_0014138	MONDO_0002081	musculature	7431.5
SDHD	ENSG00000204370	MONDO_0044970	MONDO_0044970	liver	7403.5
SDHD	ENSG00000204370	MONDO_0017366	MONDO_0005151	endocrine gland	7403.5
PKD1	ENSG00000008710	MONDO_0009889	MONDO_0002118	bladder organ	7342.0
PKD1	ENSG00000008710	MONDO_0004691	MONDO_0002118	bladder organ	7342.0
OSTM1	ENSG00000081087	MONDO_0009817	MONDO_0002081	skeletal element	7329.0
NF1	ENSG00000196712	MONDO_0016248	MONDO_0005039	reproductive structure	7295.0
SUCLA2	ENSG00000136143	MONDO_0009723	MONDO_0044970	musculature	7271.0
DDB2	ENSG00000134574	MONDO_0010213	MONDO_0002051	skin of body	7268.0
EFTUD2	ENSG00000108883	MONDO_0012516	MONDO_0002081	skeletal element	7255.0
PTCH1	ENSG00000185920	MONDO_0007187	MONDO_0005071	brain	7254.0
RAB3GAP1	ENSG00000115839	MONDO_0016649	MONDO_0005071	brain	7234.0
RANBP2	ENSG00000153201	MONDO_0011953	MONDO_0005071	brain	7188.0
KMT2B	ENSG00000272333	MONDO_0100516	MONDO_0005071	brain	7163.0
MAP2K2	ENSG00000126934	MONDO_0015280	MONDO_0002081	musculature	7148.5
MAP2K2	ENSG00000126934	MONDO_0018997	MONDO_0002081	musculature	7148.5
GJB3	ENSG00000188910	MONDO_0017851	MONDO_0002051	skin of body	7148.5
EZH2	ENSG00000106462	MONDO_0010193	MONDO_0002081	skeletal element	7140.0
RAI1	ENSG00000108557	MONDO_0008434	MONDO_0005071	brain	7131.0
FANCD2	ENSG00000144554	MONDO_0009214	MONDO_0005570	blood	7099.0
RFX5	ENSG00000143390	MONDO_0008855	MONDO_0005046	immune organ	7058.5
NEDD4L	ENSG00000049759	MONDO_0014966	MONDO_0005071	brain	7050.0
GRIA1	ENSG00000155511	MONDO_0100038	MONDO_0005071	brain	7019.0
GRIA3	ENSG00000125675	MONDO_0100148	MONDO_0005071	brain	7011.0
ZMPSTE24	ENSG00000084073	MONDO_0012074	MONDO_0002081	skeletal element	7000.0
TPRN	ENSG00000176058	MONDO_0019497	MONDO_0005071	brain	6998.0
OPTN	ENSG00000123240	MONDO_0011693		breast	6997.0
GM2A	ENSG00000196743	MONDO_0010099	MONDO_0005071	spinal cord	6995.0
FOXE1	ENSG00000178919	MONDO_0009437	MONDO_0005151	endocrine gland	6993.0
PAX2	ENSG00000075891	MONDO_0014451	MONDO_0002118	kidney	6965.0
CARD11	ENSG00000198286	MONDO_0054697	MONDO_0005046	immune organ	6956.0
CARD11	ENSG00000198286	MONDO_0014645	MONDO_0005046	immune organ	6956.0
CARD11	ENSG00000198286	MONDO_0014081	MONDO_0005046	immune organ	6956.0
DLD	ENSG00000091140	MONDO_0009723	MONDO_0005066	endocrine gland	6918.0
DLD	ENSG00000091140	MONDO_0009529	MONDO_0005066	endocrine gland	6918.0
TRRAP	ENSG00000196367	MONDO_0100465	MONDO_0005071	brain	6913.0
SYT2	ENSG00000143858	MONDO_0014468	MONDO_0005071	brain	6887.0
HSD17B10	ENSG00000072506	MONDO_0010327	MONDO_0044970	liver	6817.5
EYA4	ENSG00000112319	MONDO_0011541	MONDO_0002081	musculature	6811.5
NDUFS3	ENSG00000213619	MONDO_0009723	MONDO_0005071	brain	6785.0
SH3PXD2B	ENSG00000174705	MONDO_0009579	MONDO_0002081	musculature	6766.0
UBQLN2	ENSG00000188021	MONDO_0010459	MONDO_0005071	brain	6716.0
CACNB4	ENSG00000182389	MONDO_0005027	MONDO_0005071	brain	6716.0
POMT1	ENSG00000130714	MONDO_0700070	MONDO_0005071	brain	6715.0
DYRK1A	ENSG00000157540	MONDO_0100038	MONDO_0005071	brain	6694.0
HPS5	ENSG00000110756	MONDO_0013557	MONDO_0005570	blood	6683.0
NSD2	ENSG00000109685	MONDO_0000508	MONDO_0005071	brain	6675.0
DCHS1	ENSG00000166341	MONDO_0005453	MONDO_0004995	vasculature	6645.0
NPRL3	ENSG00000103148	MONDO_0005384	MONDO_0005071	brain	6639.0
FOXP1	ENSG00000114861	MONDO_0005453	MONDO_0004995	vasculature	6634.5
SGCD	ENSG00000170624	MONDO_0015152	MONDO_0002081	musculature	6604.5
TBL1XR1	ENSG00000177565	MONDO_0100038	MONDO_0005071	brain	6602.0
COL4A3	ENSG00000169031	MONDO_0018965	MONDO_0002118	kidney	6593.0
SPART	ENSG00000133104	MONDO_0010156	MONDO_0005071	spinal cord	6593.0
UROD	ENSG00000126088	MONDO_0100498	MONDO_0005066	endocrine gland	6587.0
HGSNAT	ENSG00000165102	MONDO_0019118	MONDO_0005071	nerve	6580.0
FZD4	ENSG00000174804	MONDO_0019516	MONDO_0004995	vasculature	6555.0
MYO6	ENSG00000196586	MONDO_0019497	MONDO_0005071	brain	6547.5
SMAD4	ENSG00000141646	MONDO_0007688	MONDO_0002081	musculature	6536.0
CLN8	ENSG00000182372	MONDO_0016295	MONDO_0005071	brain	6507.0
EDNRB	ENSG00000136160	MONDO_0010192	MONDO_0004335	peritoneum	6501.5
CC2D1A	ENSG00000132024	MONDO_0100038	MONDO_0005071	brain	6493.0
AP1B1	ENSG00000100280	MONDO_0009440	MONDO_0002051	skin of body	6469.0
CYP11B2	ENSG00000179142	MONDO_0011754	MONDO_0005151	endocrine gland	6468.0
SUCLG1	ENSG00000163541	MONDO_0009723	MONDO_0005066	endocrine gland	6464.0
SGSH	ENSG00000181523	MONDO_0009655	MONDO_0005066	endocrine gland	6458.0
OSR1	ENSG00000143867	MONDO_0005453	MONDO_0004995	vasculature	6440.0
VCAN	ENSG00000038427	MONDO_0007740	MONDO_0005071	brain	6437.0
MAP2K1	ENSG00000169032	MONDO_0018997	MONDO_0005046	immune organ	6426.0
TCIRG1	ENSG00000110719	MONDO_0009138	MONDO_0002081	skeletal element	6421.5
TCIRG1	ENSG00000110719	MONDO_0009815	MONDO_0002081	skeletal element	6421.5
PEX5	ENSG00000139197	MONDO_0019234	MONDO_0005071	brain	6420.0
NBEA	ENSG00000172915	MONDO_0100038	MONDO_0005071	brain	6400.0
SLC39A7	ENSG00000112473	MONDO_0015977	MONDO_0005570	blood	6398.5
HGSNAT	ENSG00000165102	MONDO_0009657	MONDO_0002081	musculature	6386.0
GFPT1	ENSG00000198380	MONDO_0012518	MONDO_0005066	pancreas	6380.0
ARID1B	ENSG00000049618	MONDO_0015452	MONDO_0002081	musculature	6367.0
ZNF143	ENSG00000166478	MONDO_0016826	MONDO_0005570	blood	6358.0
AHI1	ENSG00000135541	MONDO_0012078	MONDO_0005071	brain	6346.0
LMOD3	ENSG00000163380	MONDO_0014513	MONDO_0002081	musculature	6344.5
EXT1	ENSG00000182197	MONDO_0007585	MONDO_0003900	connective tissue	6312.5
CUL3	ENSG00000036257	MONDO_0100038	MONDO_0005071	brain	6294.0
KDM5B	ENSG00000117139	MONDO_0001071	MONDO_0005071	brain	6291.0
PEX14	ENSG00000142655	MONDO_0019234	MONDO_0005071	brain	6275.0
EPS8	ENSG00000151491	MONDO_0014428	MONDO_0005071	nerve	6262.0
KAT6A	ENSG00000083168	MONDO_0000508	MONDO_0005071	brain	6259.0
HPS4	ENSG00000100099	MONDO_0013556	MONDO_0002051	skin of body	6250.5
BVES	ENSG00000112276	MONDO_0015152	MONDO_0002081	musculature	6242.0
ZDHHC9	ENSG00000188706	MONDO_0010427	MONDO_0005071	spinal cord	6239.0
PCDH19	ENSG00000165194	MONDO_0100148	MONDO_0005071	brain	6238.0
SETD2	ENSG00000181555	MONDO_0800477	MONDO_0005071	brain	6221.0
SETD2	ENSG00000181555	MONDO_0035706	MONDO_0005071	brain	6221.0
CTLA4	ENSG00000163599	MONDO_0014493	MONDO_0005046	immune organ	6206.0
SMARCA4	ENSG00000127616	MONDO_0015452	MONDO_0002081	skeletal element	6199.5
DNMT1	ENSG00000130816	MONDO_0011397	MONDO_0005071	brain	6187.0
EFEMP1	ENSG00000115380	MONDO_0007471	MONDO_0005071	brain	6179.5
KDSR	ENSG00000119537	MONDO_0033014	MONDO_0002051	skin of body	6163.5
SMS	ENSG00000102172	MONDO_0010664	MONDO_0005071	brain	6138.0
CUL3	ENSG00000036257	MONDO_0013782	MONDO_0002118	bladder organ	6109.0
ACSL4	ENSG00000068366	MONDO_0019181	MONDO_0005071	brain	6105.5
FGFR2	ENSG00000066468	MONDO_0007412	MONDO_0002081	musculature	6105.0
FGFR2	ENSG00000066468	MONDO_0007041	MONDO_0002081	musculature	6105.0
FGFR2	ENSG00000066468	MONDO_0007405	MONDO_0002081	musculature	6105.0
FGFR2	ENSG00000066468	MONDO_0007043	MONDO_0002081	musculature	6105.0
AP1G1	ENSG00000166747	MONDO_0100038	MONDO_0005071	brain	6093.0
KCNA1	ENSG00000111262	MONDO_0008047	MONDO_0005071	brain	6092.0
SMARCC2	ENSG00000139613	MONDO_0015452	MONDO_0002081	musculature	6074.5
MFAP5	ENSG00000197614	MONDO_0019625	MONDO_0004995	heart	6064.0
GABRG2	ENSG00000113327	MONDO_0005027	MONDO_0005071	brain	5994.0
GNAI1	ENSG00000127955	MONDO_0100038	MONDO_0005071	spinal cord	5968.0
SERPINB6	ENSG00000124570	MONDO_0019497	MONDO_0005071	nerve	5940.0
BMPR1A	ENSG00000107779	MONDO_0015924	MONDO_0004995	vasculature	5936.5
GATAD2B	ENSG00000143614	MONDO_0014034	MONDO_0005071	brain	5931.5
GDAP1	ENSG00000104381	MONDO_0015626	MONDO_0005071	brain	5902.0
TAFAZZIN	ENSG00000102125	MONDO_0010543	MONDO_0005570	blood	5881.5
PKHD1	ENSG00000170927	MONDO_0009889	MONDO_0002118	kidney	5880.0
RAB23	ENSG00000112210	MONDO_0008710	MONDO_0002081	musculature	5871.0
QARS1	ENSG00000172053	MONDO_0014335	MONDO_0005071	nerve	5851.0
CHD8	ENSG00000100888	MONDO_0100038	MONDO_0005071	brain	5848.0
DPF2	ENSG00000133884	MONDO_0015452	MONDO_0002081	skeletal element	5828.0
POPDC3	ENSG00000132429	MONDO_0015152	MONDO_0002081	musculature	5814.0
CDK5RAP2	ENSG00000136861	MONDO_0016660	MONDO_0005071	brain	5795.5
F5	ENSG00000198734	MONDO_0009210	MONDO_0005570	blood	5792.5
F5	ENSG00000198734	MONDO_0008560	MONDO_0005570	blood	5792.5
ATL3	ENSG00000184743	MONDO_0014286	MONDO_0005071	nerve	5791.0
GAA	ENSG00000171298	MONDO_0009290	MONDO_0005066	endocrine gland	5773.0
MSH2	ENSG00000095002	MONDO_0010159	MONDO_0005066	endocrine gland	5745.0
EIF2S3	ENSG00000130741	MONDO_0010258	MONDO_0005071	brain	5738.5
IFT122	ENSG00000163913	MONDO_0021093	MONDO_0002081	skeletal element	5734.5
MIB1	ENSG00000101752	MONDO_0005021	MONDO_0002081	skeletal element	5724.0
LRP4	ENSG00000134569	MONDO_0008931	MONDO_0002081	musculature	5709.0
CSTB	ENSG00000160213	MONDO_0100062	MONDO_0005071	brain	5708.0
CSTB	ENSG00000160213	MONDO_0009698	MONDO_0005071	brain	5708.0
SP110	ENSG00000135899	MONDO_0009338	MONDO_0004335	colon	5687.0
WT1	ENSG00000184937	MONDO_0008682	MONDO_0005039	reproductive organ	5673.0
ARHGEF6	ENSG00000129675	MONDO_0019181	MONDO_0005071	brain	5671.5
MFF	ENSG00000168958	MONDO_0009723	MONDO_0005071	spinal cord	5652.0
MFF	ENSG00000168958	MONDO_0054865	MONDO_0005071	spinal cord	5652.0
SMAD9	ENSG00000120693	MONDO_0015924	MONDO_0004995	vasculature	5644.0
PKD2	ENSG00000118762	MONDO_0004691	MONDO_0002118	kidney	5629.0
MRPS34	ENSG00000074071	MONDO_0009723	MONDO_0005071	brain	5611.0
KIT	ENSG00000157404	MONDO_0011719	MONDO_0004335	mucosa	5606.0
LZTR1	ENSG00000099949	MONDO_0018997	MONDO_0002081	musculature	5598.5
TUBG1	ENSG00000131462	MONDO_0018838	MONDO_0005071	brain	5581.0
CHRNA4	ENSG00000101204	MONDO_0000030	MONDO_0005071	brain	5568.0
TGFBR1	ENSG00000106799	MONDO_0018954	MONDO_0004995	vasculature	5563.5
TGFBR1	ENSG00000106799	MONDO_0019625	MONDO_0004995	vasculature	5563.5
BRCA1	ENSG00000012048	MONDO_0054748	MONDO_0005570	blood	5560.0
VARS1	ENSG00000204394	MONDO_0060621	MONDO_0005071	brain	5541.0
TAP2	ENSG00000204267	MONDO_0011476	MONDO_0005046	immune organ	5540.5
TSPAN12	ENSG00000106025	MONDO_0700231	MONDO_0004995	heart	5531.0
CAPN3	ENSG00000092529	MONDO_0015151	MONDO_0002081	musculature	5528.0
CAPN3	ENSG00000092529	MONDO_0015152	MONDO_0002081	musculature	5528.0
EIF2B5	ENSG00000145191	MONDO_0957873	MONDO_0005071	brain	5515.0
SETX	ENSG00000107290	MONDO_0018894	MONDO_0005071	brain	5510.5
SLC6A8	ENSG00000130821	MONDO_0010305	MONDO_0005066	endocrine gland	5506.0
ARFGEF2	ENSG00000124198	MONDO_0011966	MONDO_0005071	brain	5481.0
CRKL	ENSG00000099942	MONDO_0005453	MONDO_0004995	heart	5466.0
CUL4B	ENSG00000158290	MONDO_0010306	MONDO_0005071	brain	5464.5
KDM6B	ENSG00000132510	MONDO_0000508	MONDO_0005071	brain	5459.0
CNOT3	ENSG00000088038	MONDO_0100038	MONDO_0005071	brain	5442.0
PEX19	ENSG00000162735	MONDO_0019234	MONDO_0005066	liver	5411.0
CFI	ENSG00000205403	MONDO_0013892	MONDO_0002118	kidney	5406.5
AIFM1	ENSG00000156709	MONDO_0009723	MONDO_0005066	liver	5383.5
PLEKHM1	ENSG00000225190	MONDO_0012679	MONDO_0002081	skeletal element	5367.0
PLEKHM1	ENSG00000225190	MONDO_0020848	MONDO_0002081	skeletal element	5367.0
GATA6	ENSG00000141448	MONDO_0100540	MONDO_0004995	heart	5341.0
CACNB2	ENSG00000165995	MONDO_0005045	MONDO_0002081	musculature	5333.0
SZT2	ENSG00000198198	MONDO_0100062	MONDO_0005071	brain	5317.0
CLCN7	ENSG00000103249	MONDO_0012676	MONDO_0002081	skeletal element	5310.5
CLCN7	ENSG00000103249	MONDO_0008156	MONDO_0002081	skeletal element	5310.5
SLC26A2	ENSG00000155850	MONDO_0009107	MONDO_0005066	endocrine gland	5302.0
SLC26A2	ENSG00000155850	MONDO_0009727	MONDO_0005066	endocrine gland	5302.0
SLC26A2	ENSG00000155850	MONDO_0010966	MONDO_0005066	endocrine gland	5302.0
MSH6	ENSG00000116062	MONDO_0005835	MONDO_0004335	mucosa	5302.0
SMAD3	ENSG00000166949	MONDO_0019625	MONDO_0004995	heart	5283.5
KCNJ8	ENSG00000121361	MONDO_0011001	MONDO_0004995	heart	5270.0
ATL1	ENSG00000198513	MONDO_0013381	MONDO_0005071	brain	5258.0
PLA2G6	ENSG00000184381	MONDO_0017998	MONDO_0005066	endocrine gland	5233.5
NDUFA1	ENSG00000125356	MONDO_0009723	MONDO_0005071	brain	5215.0
PHIP	ENSG00000146247	MONDO_0035133	MONDO_0005071	brain	5195.0
PDHX	ENSG00000110435	MONDO_0009723	MONDO_0044970	musculature	5188.5
GCDH	ENSG00000105607	MONDO_0009281	MONDO_0005066	liver	5186.0
QRICH1	ENSG00000198218	MONDO_0000508	MONDO_0005071	brain	5183.0
TMEM127	ENSG00000135956	MONDO_0017366	MONDO_0005151	endocrine gland	5159.0
PAK3	ENSG00000077264	MONDO_0020119	MONDO_0005071	brain	5148.0
BRCA2	ENSG00000139618	MONDO_0011584	MONDO_0005570	blood	5127.0
SLC25A46	ENSG00000164209	MONDO_0009723	MONDO_0044970	musculature	5067.0
RECQL4	ENSG00000160957	MONDO_0010002	MONDO_0019303	skeletal element	5036.0
DNASE1L3	ENSG00000163687	MONDO_0013743	MONDO_0005046	immune organ	5031.0
COL4A5	ENSG00000188153	MONDO_0018965	MONDO_0002118	bladder organ	5010.0
AUTS2	ENSG00000158321	MONDO_0000508	MONDO_0005071	brain	4992.0
SCN1B	ENSG00000105711	MONDO_0011001	MONDO_0004995	heart	4978.0
CHMP2B	ENSG00000083937	MONDO_0010936	MONDO_0005071	spinal cord	4957.0
MAGI2	ENSG00000187391	MONDO_0005027	MONDO_0005071	brain	4928.0
C9orf72	ENSG00000147894	MONDO_0007105	MONDO_0005071	brain	4918.0
PEX10	ENSG00000157911	MONDO_0019234	MONDO_0005071	brain	4918.0
BMPR1A	ENSG00000107779	MONDO_0017380	MONDO_0004335	colon	4904.5
PQBP1	ENSG00000102103	MONDO_0010653	MONDO_0005071	brain	4898.0
NDUFA13	ENSG00000186010	MONDO_0009723	MONDO_0044970	brain	4891.0
HEXB	ENSG00000049860	MONDO_0010006	MONDO_0005066	pancreas	4886.0
SLC25A46	ENSG00000164209	MONDO_0014671	MONDO_0005071	brain	4885.5
SLC29A3	ENSG00000198246	MONDO_0011273	MONDO_0005046	immune organ	4885.0
PIK3CA	ENSG00000121879	MONDO_0016248	MONDO_0005151	endocrine gland	4883.0
COL9A3	ENSG00000092758	MONDO_0019354	MONDO_0005071	spinal cord	4876.0
GFM1	ENSG00000168827	MONDO_0009723	MONDO_0044970	musculature	4863.5
CLPP	ENSG00000125656	MONDO_0013588	MONDO_0044970	brain	4843.0
RETREG1	ENSG00000154153	MONDO_0015364	MONDO_0005071	brain	4817.0
CDH23	ENSG00000107736	MONDO_0019497	MONDO_0005071	brain	4793.0
TNRC6B	ENSG00000100354	MONDO_0100038	MONDO_0005071	brain	4779.0
NF2	ENSG00000186575	MONDO_0007039	MONDO_0005071	brain	4765.0
BRAT1	ENSG00000106009	MONDO_0020841	MONDO_0005071	brain	4758.0
BRAT1	ENSG00000106009	MONDO_0013784	MONDO_0005071	brain	4758.0
SMPD1	ENSG00000166311	MONDO_0100464	MONDO_0005066	endocrine gland	4756.0
SHANK2	ENSG00000162105	MONDO_0100038	MONDO_0005071	brain	4752.0
TTC19	ENSG00000011295	MONDO_0009723	MONDO_0044970	brain	4747.0
HIBCH	ENSG00000198130	MONDO_0009603	MONDO_0005066	liver	4743.5
